,Injury.Severity
46634,Non-Fatal
46635,Non-Fatal
46636,Non-Fatal
46637,Non-Fatal
46638,Non-Fatal
46639,Fatal(2)
46640,Non-Fatal
46641,Non-Fatal
46642,Non-Fatal
46643,Non-Fatal
46644,Non-Fatal
46645,Non-Fatal
46646,Fatal(16)
46647,Non-Fatal
46648,Non-Fatal
46649,Non-Fatal
46650,Non-Fatal
46651,Non-Fatal
46652,Non-Fatal
46653,Non-Fatal
46654,Non-Fatal
46655,Non-Fatal
46656,Non-Fatal
46657,Non-Fatal
46658,Non-Fatal
46659,Non-Fatal
46660,Non-Fatal
46661,Non-Fatal
46662,Non-Fatal
46663,Non-Fatal
46664,Non-Fatal
46665,Non-Fatal
46666,Non-Fatal
46667,Non-Fatal
46668,Non-Fatal
46669,Non-Fatal
46670,Non-Fatal
46671,Non-Fatal
46672,Fatal(2)
46673,Non-Fatal
46674,Non-Fatal
46675,Non-Fatal
46676,Non-Fatal
46677,Non-Fatal
46678,Fatal(1)
46679,Non-Fatal
46680,Non-Fatal
46681,Non-Fatal
46682,Non-Fatal
46683,Non-Fatal
46684,Non-Fatal
46685,Non-Fatal
46686,Fatal(3)
46687,Fatal(3)
46688,Non-Fatal
46689,Non-Fatal
46690,Non-Fatal
46691,Non-Fatal
46692,Non-Fatal
46693,Non-Fatal
46694,Non-Fatal
46695,Non-Fatal
46696,Non-Fatal
46697,Non-Fatal
46698,Non-Fatal
46699,Non-Fatal
46700,Non-Fatal
46701,Non-Fatal
46702,Non-Fatal
46703,Non-Fatal
46704,Non-Fatal
46705,Non-Fatal
46706,Non-Fatal
46707,Non-Fatal
46708,Non-Fatal
46709,Non-Fatal
46710,Fatal(1)
46711,Non-Fatal
46712,Non-Fatal
46713,Non-Fatal
46714,Non-Fatal
46715,Non-Fatal
46716,Non-Fatal
46717,Non-Fatal
46718,Non-Fatal
46719,Fatal(1)
46720,Non-Fatal
46721,Non-Fatal
46722,Non-Fatal
46723,Non-Fatal
46724,Non-Fatal
46725,Non-Fatal
46726,Non-Fatal
46727,Non-Fatal
46728,Fatal(1)
46729,Non-Fatal
46730,Non-Fatal
46731,Non-Fatal
46732,Non-Fatal
46733,Non-Fatal
46734,Non-Fatal
46735,Non-Fatal
46736,Non-Fatal
46737,Non-Fatal
46738,Non-Fatal
46739,Non-Fatal
46740,Fatal(10)
46741,Non-Fatal
46742,Non-Fatal
46743,Non-Fatal
46744,Non-Fatal
46745,Non-Fatal
46746,Non-Fatal
46747,Non-Fatal
46748,Non-Fatal
46749,Non-Fatal
46750,Fatal(4)
46751,Fatal(1)
46752,Non-Fatal
46753,Non-Fatal
46754,Non-Fatal
46755,Fatal(1)
46756,Fatal(1)
46757,Non-Fatal
46758,Non-Fatal
46759,Non-Fatal
46760,Non-Fatal
46761,Fatal(2)
46762,Fatal(5)
46763,Non-Fatal
46764,Non-Fatal
46765,Non-Fatal
46766,Non-Fatal
46767,Non-Fatal
46768,Non-Fatal
46769,Non-Fatal
46770,Incident
46771,Incident
46772,Fatal(4)
46773,Fatal(2)
46774,Non-Fatal
46775,Non-Fatal
46776,Non-Fatal
46777,Non-Fatal
46778,Fatal(2)
46779,Fatal(1)
46780,Non-Fatal
46781,Non-Fatal
46782,Non-Fatal
46783,Non-Fatal
46784,Non-Fatal
46785,Fatal(1)
46786,Fatal(2)
46787,Non-Fatal
46788,Non-Fatal
46789,Fatal(2)
46790,Non-Fatal
46791,Non-Fatal
46792,Non-Fatal
46793,Non-Fatal
46794,Fatal(2)
46795,Non-Fatal
46796,Non-Fatal
46797,Non-Fatal
46798,Non-Fatal
46799,Fatal(1)
46800,Non-Fatal
46801,Non-Fatal
46802,Fatal(1)
46803,Fatal(4)
46804,Non-Fatal
46805,Non-Fatal
46806,Non-Fatal
46807,Non-Fatal
46808,Non-Fatal
46809,Non-Fatal
46810,Non-Fatal
46811,Non-Fatal
46812,Non-Fatal
46813,Non-Fatal
46814,Non-Fatal
46815,Non-Fatal
46816,Non-Fatal
46817,Fatal(1)
46818,Fatal(6)
46819,Fatal(2)
46820,Non-Fatal
46821,Non-Fatal
46822,Fatal(1)
46823,Non-Fatal
46824,Non-Fatal
46825,Non-Fatal
46826,Non-Fatal
46827,Non-Fatal
46828,Non-Fatal
46829,Fatal(1)
46830,Incident
46831,Non-Fatal
46832,Non-Fatal
46833,Non-Fatal
46834,Non-Fatal
46835,Non-Fatal
46836,Non-Fatal
46837,Fatal(1)
46838,Non-Fatal
46839,Non-Fatal
46840,Non-Fatal
46841,Non-Fatal
46842,Non-Fatal
46843,Non-Fatal
46844,Fatal(2)
46845,Fatal(2)
46846,Non-Fatal
46847,Non-Fatal
46848,Fatal(4)
46849,Non-Fatal
46850,Non-Fatal
46851,Non-Fatal
46852,Non-Fatal
46853,Non-Fatal
46854,Non-Fatal
46855,Fatal(3)
46856,Fatal(1)
46857,Non-Fatal
46858,Non-Fatal
46859,Non-Fatal
46860,Non-Fatal
46861,Non-Fatal
46862,Non-Fatal
46863,Non-Fatal
46864,Non-Fatal
46865,Non-Fatal
46866,Fatal(2)
46867,Non-Fatal
46868,Non-Fatal
46869,Non-Fatal
46870,Non-Fatal
46871,Non-Fatal
46872,Non-Fatal
46873,Non-Fatal
46874,Non-Fatal
46875,Non-Fatal
46876,Non-Fatal
46877,Fatal(1)
46878,Non-Fatal
46879,Non-Fatal
46880,Non-Fatal
46881,Non-Fatal
46882,Non-Fatal
46883,Non-Fatal
46884,Non-Fatal
46885,Non-Fatal
46886,Non-Fatal
46887,Non-Fatal
46888,Non-Fatal
46889,Non-Fatal
46890,Fatal(4)
46891,Fatal(1)
46892,Non-Fatal
46893,Non-Fatal
46894,Non-Fatal
46895,Non-Fatal
46896,Non-Fatal
46897,Non-Fatal
46898,Non-Fatal
46899,Non-Fatal
46900,Fatal(1)
46901,Non-Fatal
46902,Non-Fatal
46903,Non-Fatal
46904,Fatal(1)
46905,Non-Fatal
46906,Non-Fatal
46907,Non-Fatal
46908,Fatal(2)
46909,Non-Fatal
46910,Non-Fatal
46911,Non-Fatal
46912,Non-Fatal
46913,Non-Fatal
46914,Non-Fatal
46915,Fatal(2)
46916,Non-Fatal
46917,Non-Fatal
46918,Non-Fatal
46919,Non-Fatal
46920,Non-Fatal
46921,Non-Fatal
46922,Non-Fatal
46923,Non-Fatal
46924,Non-Fatal
46925,Non-Fatal
46926,Non-Fatal
46927,Unavailable
46928,Non-Fatal
46929,Non-Fatal
46930,Fatal(1)
46931,Non-Fatal
46932,Non-Fatal
46933,Non-Fatal
46934,Non-Fatal
46935,Non-Fatal
46936,Non-Fatal
46937,Non-Fatal
46938,Non-Fatal
46939,Non-Fatal
46940,Non-Fatal
46941,Fatal(2)
46942,Incident
46943,Fatal(1)
46944,Non-Fatal
46945,Non-Fatal
46946,Non-Fatal
46947,Fatal(1)
46948,Non-Fatal
46949,Non-Fatal
46950,Incident
46951,Incident
46952,Fatal(1)
46953,Non-Fatal
46954,Non-Fatal
46955,Non-Fatal
46956,Non-Fatal
46957,Non-Fatal
46958,Fatal(4)
46959,Fatal(1)
46960,Non-Fatal
46961,Non-Fatal
46962,Non-Fatal
46963,Non-Fatal
46964,Fatal(1)
46965,Fatal(1)
46966,Incident
46967,Non-Fatal
46968,Non-Fatal
46969,Non-Fatal
46970,Non-Fatal
46971,Non-Fatal
46972,Non-Fatal
46973,Non-Fatal
46974,Fatal(2)
46975,Incident
46976,Fatal(1)
46977,Non-Fatal
46978,Non-Fatal
46979,Non-Fatal
46980,Non-Fatal
46981,Non-Fatal
46982,Non-Fatal
46983,Non-Fatal
46984,Non-Fatal
46985,Non-Fatal
46986,Non-Fatal
46987,Fatal(4)
46988,Fatal(4)
46989,Non-Fatal
46990,Non-Fatal
46991,Fatal(3)
46992,Non-Fatal
46993,Non-Fatal
46994,Non-Fatal
46995,Non-Fatal
46996,Fatal(3)
46997,Fatal(2)
46998,Fatal(1)
46999,Fatal(2)
47000,Non-Fatal
47001,Non-Fatal
47002,Non-Fatal
47003,Non-Fatal
47004,Fatal(1)
47005,Non-Fatal
47006,Non-Fatal
47007,Non-Fatal
47008,Fatal(1)
47009,Non-Fatal
47010,Fatal(80)
47011,Fatal(2)
47012,Non-Fatal
47013,Non-Fatal
47014,Non-Fatal
47015,Non-Fatal
47016,Non-Fatal
47017,Non-Fatal
47018,Non-Fatal
47019,Non-Fatal
47020,Fatal(12)
47021,Fatal(2)
47022,Fatal(2)
47023,Fatal(1)
47024,Incident
47025,Non-Fatal
47026,Non-Fatal
47027,Non-Fatal
47028,Non-Fatal
47029,Fatal(1)
47030,Non-Fatal
47031,Non-Fatal
47032,Non-Fatal
47033,Non-Fatal
47034,Non-Fatal
47035,Fatal(8)
47036,Fatal(8)
47037,Non-Fatal
47038,Fatal(3)
47039,Fatal(1)
47040,Non-Fatal
47041,Non-Fatal
47042,Non-Fatal
47043,Non-Fatal
47044,Non-Fatal
47045,Non-Fatal
47046,Non-Fatal
47047,Fatal(3)
47048,Non-Fatal
47049,Non-Fatal
47050,Non-Fatal
47051,Non-Fatal
47052,Non-Fatal
47053,Non-Fatal
47054,Non-Fatal
47055,Non-Fatal
47056,Non-Fatal
47057,Non-Fatal
47058,Non-Fatal
47059,Non-Fatal
47060,Non-Fatal
47061,Non-Fatal
47062,Non-Fatal
47063,Non-Fatal
47064,Non-Fatal
47065,Non-Fatal
47066,Non-Fatal
47067,Non-Fatal
47068,Non-Fatal
47069,Fatal(1)
47070,Non-Fatal
47071,Non-Fatal
47072,Non-Fatal
47073,Non-Fatal
47074,Non-Fatal
47075,Non-Fatal
47076,Non-Fatal
47077,Non-Fatal
47078,Non-Fatal
47079,Non-Fatal
47080,Non-Fatal
47081,Non-Fatal
47082,Non-Fatal
47083,Incident
47084,Non-Fatal
47085,Fatal(1)
47086,Non-Fatal
47087,Non-Fatal
47088,Non-Fatal
47089,Non-Fatal
47090,Non-Fatal
47091,Fatal(1)
47092,Non-Fatal
47093,Non-Fatal
47094,Non-Fatal
47095,Non-Fatal
47096,Non-Fatal
47097,Non-Fatal
47098,Non-Fatal
47099,Non-Fatal
47100,Non-Fatal
47101,Non-Fatal
47102,Non-Fatal
47103,Fatal(1)
47104,Non-Fatal
47105,Fatal(2)
47106,Non-Fatal
47107,Non-Fatal
47108,Non-Fatal
47109,Non-Fatal
47110,Non-Fatal
47111,Fatal(1)
47112,Non-Fatal
47113,Non-Fatal
47114,Non-Fatal
47115,Non-Fatal
47116,Non-Fatal
47117,Non-Fatal
47118,Non-Fatal
47119,Non-Fatal
47120,Fatal(2)
47121,Fatal(2)
47122,Fatal(1)
47123,Non-Fatal
47124,Non-Fatal
47125,Non-Fatal
47126,Non-Fatal
47127,Non-Fatal
47128,Non-Fatal
47129,Non-Fatal
47130,Non-Fatal
47131,Non-Fatal
47132,Fatal(1)
47133,Fatal(6)
47134,Non-Fatal
47135,Non-Fatal
47136,Non-Fatal
47137,Non-Fatal
47138,Non-Fatal
47139,Non-Fatal
47140,Non-Fatal
47141,Non-Fatal
47142,Fatal(1)
47143,Fatal(3)
47144,Fatal(2)
47145,Fatal(2)
47146,Non-Fatal
47147,Non-Fatal
47148,Non-Fatal
47149,Incident
47150,Fatal(6)
47151,Fatal(2)
47152,Non-Fatal
47153,Non-Fatal
47154,Non-Fatal
47155,Non-Fatal
47156,Non-Fatal
47157,Non-Fatal
47158,Non-Fatal
47159,Non-Fatal
47160,Fatal(1)
47161,Fatal(2)
47162,Fatal(1)
47163,Fatal(5)
47164,Incident
47165,Fatal(2)
47166,Non-Fatal
47167,Non-Fatal
47168,Non-Fatal
47169,Non-Fatal
47170,Non-Fatal
47171,Non-Fatal
47172,Non-Fatal
47173,Non-Fatal
47174,Non-Fatal
47175,Non-Fatal
47176,Fatal(4)
47177,Fatal(1)
47178,Non-Fatal
47179,Fatal(2)
47180,Non-Fatal
47181,Non-Fatal
47182,Non-Fatal
47183,Non-Fatal
47184,Non-Fatal
47185,Non-Fatal
47186,Fatal(2)
47187,Fatal(1)
47188,Non-Fatal
47189,Non-Fatal
47190,Non-Fatal
47191,Unavailable
47192,Non-Fatal
47193,Non-Fatal
47194,Non-Fatal
47195,Non-Fatal
47196,Non-Fatal
47197,Non-Fatal
47198,Non-Fatal
47199,Non-Fatal
47200,Non-Fatal
47201,Non-Fatal
47202,Non-Fatal
47203,Non-Fatal
47204,Incident
47205,Non-Fatal
47206,Non-Fatal
47207,Non-Fatal
47208,Non-Fatal
47209,Non-Fatal
47210,Non-Fatal
47211,Non-Fatal
47212,Non-Fatal
47213,Fatal(2)
47214,Fatal(2)
47215,Fatal(2)
47216,Non-Fatal
47217,Fatal(10)
47218,Fatal(2)
47219,Non-Fatal
47220,Non-Fatal
47221,Non-Fatal
47222,Non-Fatal
47223,Non-Fatal
47224,Non-Fatal
47225,Non-Fatal
47226,Incident
47227,Non-Fatal
47228,Non-Fatal
47229,Fatal(1)
47230,Non-Fatal
47231,Fatal(1)
47232,Non-Fatal
47233,Non-Fatal
47234,Non-Fatal
47235,Non-Fatal
47236,Non-Fatal
47237,Non-Fatal
47238,Fatal(1)
47239,Non-Fatal
47240,Non-Fatal
47241,Non-Fatal
47242,Non-Fatal
47243,Non-Fatal
47244,Fatal(1)
47245,Non-Fatal
47246,Non-Fatal
47247,Non-Fatal
47248,Fatal(1)
47249,Non-Fatal
47250,Non-Fatal
47251,Non-Fatal
47252,Non-Fatal
47253,Non-Fatal
47254,Fatal(12)
47255,Non-Fatal
47256,Non-Fatal
47257,Non-Fatal
47258,Fatal(2)
47259,Non-Fatal
47260,Non-Fatal
47261,Non-Fatal
47262,Non-Fatal
47263,Non-Fatal
47264,Non-Fatal
47265,Fatal(1)
47266,Fatal(2)
47267,Non-Fatal
47268,Non-Fatal
47269,Fatal(2)
47270,Fatal(2)
47271,Fatal(1)
47272,Fatal(1)
47273,Non-Fatal
47274,Non-Fatal
47275,Non-Fatal
47276,Non-Fatal
47277,Non-Fatal
47278,Non-Fatal
47279,Non-Fatal
47280,Non-Fatal
47281,Non-Fatal
47282,Non-Fatal
47283,Non-Fatal
47284,Non-Fatal
47285,Non-Fatal
47286,Non-Fatal
47287,Non-Fatal
47288,Non-Fatal
47289,Non-Fatal
47290,Non-Fatal
47291,Non-Fatal
47292,Non-Fatal
47293,Non-Fatal
47294,Non-Fatal
47295,Non-Fatal
47296,Non-Fatal
47297,Non-Fatal
47298,Non-Fatal
47299,Non-Fatal
47300,Non-Fatal
47301,Fatal(1)
47302,Fatal(4)
47303,Non-Fatal
47304,Non-Fatal
47305,Fatal(2)
47306,Non-Fatal
47307,Non-Fatal
47308,Non-Fatal
47309,Non-Fatal
47310,Fatal(1)
47311,Incident
47312,Non-Fatal
47313,Non-Fatal
47314,Non-Fatal
47315,Non-Fatal
47316,Non-Fatal
47317,Non-Fatal
47318,Non-Fatal
47319,Fatal(2)
47320,Non-Fatal
47321,Non-Fatal
47322,Non-Fatal
47323,Non-Fatal
47324,Fatal(2)
47325,Fatal(1)
47326,Non-Fatal
47327,Non-Fatal
47328,Non-Fatal
47329,Non-Fatal
47330,Non-Fatal
47331,Fatal(1)
47332,Non-Fatal
47333,Non-Fatal
47334,Non-Fatal
47335,Non-Fatal
47336,Fatal(1)
47337,Fatal(3)
47338,Non-Fatal
47339,Non-Fatal
47340,Non-Fatal
47341,Non-Fatal
47342,Non-Fatal
47343,Non-Fatal
47344,Non-Fatal
47345,Non-Fatal
47346,Non-Fatal
47347,Non-Fatal
47348,Non-Fatal
47349,Non-Fatal
47350,Non-Fatal
47351,Non-Fatal
47352,Fatal(1)
47353,Non-Fatal
47354,Non-Fatal
47355,Non-Fatal
47356,Fatal(1)
47357,Non-Fatal
47358,Non-Fatal
47359,Non-Fatal
47360,Non-Fatal
47361,Non-Fatal
47362,Non-Fatal
47363,Fatal(1)
47364,Non-Fatal
47365,Incident
47366,Incident
47367,Non-Fatal
47368,Non-Fatal
47369,Non-Fatal
47370,Non-Fatal
47371,Non-Fatal
47372,Fatal(2)
47373,Non-Fatal
47374,Non-Fatal
47375,Non-Fatal
47376,Non-Fatal
47377,Fatal(2)
47378,Fatal(6)
47379,Non-Fatal
47380,Non-Fatal
47381,Non-Fatal
47382,Non-Fatal
47383,Non-Fatal
47384,Non-Fatal
47385,Non-Fatal
47386,Non-Fatal
47387,Fatal(2)
47388,Non-Fatal
47389,Non-Fatal
47390,Non-Fatal
47391,Non-Fatal
47392,Non-Fatal
47393,Non-Fatal
47394,Non-Fatal
47395,Incident
47396,Non-Fatal
47397,Non-Fatal
47398,Non-Fatal
47399,Non-Fatal
47400,Fatal(4)
47401,Non-Fatal
47402,Non-Fatal
47403,Non-Fatal
47404,Fatal(1)
47405,Fatal(217)
47406,Fatal(4)
47407,Non-Fatal
47408,Non-Fatal
47409,Non-Fatal
47410,Non-Fatal
47411,Fatal(1)
47412,Fatal(2)
47413,Non-Fatal
47414,Non-Fatal
47415,Non-Fatal
47416,Fatal(1)
47417,Fatal(1)
47418,Incident
47419,Non-Fatal
47420,Non-Fatal
47421,Non-Fatal
47422,Non-Fatal
47423,Non-Fatal
47424,Non-Fatal
47425,Non-Fatal
47426,Non-Fatal
47427,Non-Fatal
47428,Non-Fatal
47429,Non-Fatal
47430,Non-Fatal
47431,Non-Fatal
47432,Non-Fatal
47433,Non-Fatal
47434,Non-Fatal
47435,Non-Fatal
47436,Non-Fatal
47437,Fatal(2)
47438,Non-Fatal
47439,Non-Fatal
47440,Fatal(1)
47441,Non-Fatal
47442,Non-Fatal
47443,Non-Fatal
47444,Non-Fatal
47445,Non-Fatal
47446,Fatal(4)
47447,Fatal(18)
47448,Incident
47449,Non-Fatal
47450,Non-Fatal
47451,Non-Fatal
47452,Fatal(2)
47453,Fatal(1)
47454,Non-Fatal
47455,Non-Fatal
47456,Non-Fatal
47457,Incident
47458,Fatal(3)
47459,Non-Fatal
47460,Non-Fatal
47461,Non-Fatal
47462,Non-Fatal
47463,Incident
47464,Fatal(1)
47465,Non-Fatal
47466,Non-Fatal
47467,Non-Fatal
47468,Non-Fatal
47469,Non-Fatal
47470,Non-Fatal
47471,Non-Fatal
47472,Non-Fatal
47473,Non-Fatal
47474,Non-Fatal
47475,Non-Fatal
47476,Fatal(1)
47477,Non-Fatal
47478,Non-Fatal
47479,Non-Fatal
47480,Non-Fatal
47481,Non-Fatal
47482,Non-Fatal
47483,Non-Fatal
47484,Non-Fatal
47485,Non-Fatal
47486,Non-Fatal
47487,Non-Fatal
47488,Non-Fatal
47489,Non-Fatal
47490,Non-Fatal
47491,Non-Fatal
47492,Non-Fatal
47493,Incident
47494,Non-Fatal
47495,Fatal(4)
47496,Non-Fatal
47497,Non-Fatal
47498,Non-Fatal
47499,Fatal(1)
47500,Non-Fatal
47501,Non-Fatal
47502,Non-Fatal
47503,Fatal(3)
47504,Fatal(2)
47505,Non-Fatal
47506,Fatal(4)
47507,Fatal(3)
47508,Non-Fatal
47509,Non-Fatal
47510,Non-Fatal
47511,Fatal(4)
47512,Non-Fatal
47513,Non-Fatal
47514,Fatal(2)
47515,Non-Fatal
47516,Non-Fatal
47517,Non-Fatal
47518,Non-Fatal
47519,Non-Fatal
47520,Non-Fatal
47521,Non-Fatal
47522,Non-Fatal
47523,Fatal(1)
47524,Non-Fatal
47525,Fatal(2)
47526,Non-Fatal
47527,Non-Fatal
47528,Non-Fatal
47529,Non-Fatal
47530,Non-Fatal
47531,Non-Fatal
47532,Non-Fatal
47533,Fatal(3)
47534,Non-Fatal
47535,Non-Fatal
47536,Non-Fatal
47537,Fatal(1)
47538,Non-Fatal
47539,Non-Fatal
47540,Incident
47541,Non-Fatal
47542,Non-Fatal
47543,Non-Fatal
47544,Non-Fatal
47545,Non-Fatal
47546,Non-Fatal
47547,Non-Fatal
47548,Fatal(4)
47549,Fatal(4)
47550,Fatal(10)
47551,Non-Fatal
47552,Non-Fatal
47553,Non-Fatal
47554,Non-Fatal
47555,Non-Fatal
47556,Non-Fatal
47557,Non-Fatal
47558,Non-Fatal
47559,Fatal(1)
47560,Fatal(2)
47561,Non-Fatal
47562,Fatal(10)
47563,Incident
47564,Fatal(6)
47565,Non-Fatal
47566,Non-Fatal
47567,Non-Fatal
47568,Fatal(1)
47569,Fatal(1)
47570,Non-Fatal
47571,Fatal(4)
47572,Fatal(1)
47573,Fatal(6)
47574,Fatal(2)
47575,Non-Fatal
47576,Non-Fatal
47577,Fatal(1)
47578,Non-Fatal
47579,Non-Fatal
47580,Fatal(1)
47581,Fatal(1)
47582,Non-Fatal
47583,Non-Fatal
47584,Non-Fatal
47585,Non-Fatal
47586,Non-Fatal
47587,Non-Fatal
47588,Fatal(1)
47589,Fatal(3)
47590,Non-Fatal
47591,Fatal(2)
47592,Fatal(2)
47593,Non-Fatal
47594,Non-Fatal
47595,Non-Fatal
47596,Non-Fatal
47597,Non-Fatal
47598,Non-Fatal
47599,Non-Fatal
47600,Non-Fatal
47601,Non-Fatal
47602,Non-Fatal
47603,Non-Fatal
47604,Non-Fatal
47605,Non-Fatal
47606,Non-Fatal
47607,Non-Fatal
47608,Non-Fatal
47609,Non-Fatal
47610,Non-Fatal
47611,Non-Fatal
47612,Non-Fatal
47613,Fatal(2)
47614,Non-Fatal
47615,Non-Fatal
47616,Non-Fatal
47617,Fatal(1)
47618,Non-Fatal
47619,Non-Fatal
47620,Non-Fatal
47621,Non-Fatal
47622,Fatal(1)
47623,Non-Fatal
47624,Non-Fatal
47625,Non-Fatal
47626,Fatal(1)
47627,Fatal(1)
47628,Non-Fatal
47629,Non-Fatal
47630,Non-Fatal
47631,Fatal(18)
47632,Fatal(1)
47633,Non-Fatal
47634,Fatal(2)
47635,Fatal(2)
47636,Fatal(1)
47637,Fatal(1)
47638,Fatal(2)
47639,Fatal(2)
47640,Fatal(4)
47641,Non-Fatal
47642,Non-Fatal
47643,Non-Fatal
47644,Non-Fatal
47645,Non-Fatal
47646,Non-Fatal
47647,Non-Fatal
47648,Incident
47649,Non-Fatal
47650,Non-Fatal
47651,Non-Fatal
47652,Fatal(1)
47653,Non-Fatal
47654,Non-Fatal
47655,Non-Fatal
47656,Non-Fatal
47657,Non-Fatal
47658,Non-Fatal
47659,Non-Fatal
47660,Non-Fatal
47661,Non-Fatal
47662,Non-Fatal
47663,Fatal(1)
47664,Non-Fatal
47665,Non-Fatal
47666,Non-Fatal
47667,Non-Fatal
47668,Non-Fatal
47669,Non-Fatal
47670,Non-Fatal
47671,Non-Fatal
47672,Non-Fatal
47673,Non-Fatal
47674,Non-Fatal
47675,Non-Fatal
47676,Fatal(2)
47677,Non-Fatal
47678,Non-Fatal
47679,Non-Fatal
47680,Non-Fatal
47681,Fatal(1)
47682,Incident
47683,Non-Fatal
47684,Non-Fatal
47685,Fatal(2)
47686,Non-Fatal
47687,Non-Fatal
47688,Non-Fatal
47689,Fatal(1)
47690,Non-Fatal
47691,Fatal(2)
47692,Fatal(1)
47693,Fatal(1)
47694,Non-Fatal
47695,Non-Fatal
47696,Non-Fatal
47697,Non-Fatal
47698,Non-Fatal
47699,Non-Fatal
47700,Fatal(1)
47701,Fatal(2)
47702,Non-Fatal
47703,Non-Fatal
47704,Non-Fatal
47705,Fatal(1)
47706,Fatal(1)
47707,Non-Fatal
47708,Non-Fatal
47709,Non-Fatal
47710,Non-Fatal
47711,Fatal(2)
47712,Fatal(10)
47713,Non-Fatal
47714,Non-Fatal
47715,Non-Fatal
47716,Non-Fatal
47717,Fatal(2)
47718,Non-Fatal
47719,Non-Fatal
47720,Non-Fatal
47721,Non-Fatal
47722,Fatal(5)
47723,Fatal(1)
47724,Fatal(1)
47725,Fatal(4)
47726,Non-Fatal
47727,Fatal(1)
47728,Non-Fatal
47729,Non-Fatal
47730,Non-Fatal
47731,Fatal(1)
47732,Non-Fatal
47733,Non-Fatal
47734,Non-Fatal
47735,Fatal(4)
47736,Non-Fatal
47737,Non-Fatal
47738,Non-Fatal
47739,Non-Fatal
47740,Non-Fatal
47741,Non-Fatal
47742,Non-Fatal
47743,Non-Fatal
47744,Non-Fatal
47745,Fatal(1)
47746,Incident
47747,Non-Fatal
47748,Non-Fatal
47749,Non-Fatal
47750,Non-Fatal
47751,Non-Fatal
47752,Fatal(7)
47753,Fatal(2)
47754,Non-Fatal
47755,Non-Fatal
47756,Non-Fatal
47757,Fatal(2)
47758,Non-Fatal
47759,Non-Fatal
47760,Fatal(5)
47761,Non-Fatal
47762,Non-Fatal
47763,Non-Fatal
47764,Non-Fatal
47765,Non-Fatal
47766,Non-Fatal
47767,Non-Fatal
47768,Non-Fatal
47769,Non-Fatal
47770,Non-Fatal
47771,Non-Fatal
47772,Non-Fatal
47773,Non-Fatal
47774,Non-Fatal
47775,Non-Fatal
47776,Non-Fatal
47777,Non-Fatal
47778,Non-Fatal
47779,Fatal(169)
47780,Non-Fatal
47781,Non-Fatal
47782,Fatal(88)
47783,Incident
47784,Fatal(3)
47785,Non-Fatal
47786,Non-Fatal
47787,Non-Fatal
47788,Non-Fatal
47789,Non-Fatal
47790,Non-Fatal
47791,Non-Fatal
47792,Non-Fatal
47793,Non-Fatal
47794,Non-Fatal
47795,Fatal(1)
47796,Non-Fatal
47797,Non-Fatal
47798,Fatal(2)
47799,Non-Fatal
47800,Non-Fatal
47801,Non-Fatal
47802,Non-Fatal
47803,Non-Fatal
47804,Fatal(6)
47805,Non-Fatal
47806,Non-Fatal
47807,Non-Fatal
47808,Non-Fatal
47809,Non-Fatal
47810,Non-Fatal
47811,Non-Fatal
47812,Non-Fatal
47813,Non-Fatal
47814,Non-Fatal
47815,Non-Fatal
47816,Fatal(4)
47817,Fatal(4)
47818,Fatal(1)
47819,Non-Fatal
47820,Non-Fatal
47821,Non-Fatal
47822,Fatal(1)
47823,Non-Fatal
47824,Non-Fatal
47825,Fatal(3)
47826,Fatal(3)
47827,Non-Fatal
47828,Non-Fatal
47829,Non-Fatal
47830,Fatal(2)
47831,Incident
47832,Non-Fatal
47833,Non-Fatal
47834,Non-Fatal
47835,Fatal(2)
47836,Fatal(2)
47837,Fatal(1)
47838,Non-Fatal
47839,Non-Fatal
47840,Non-Fatal
47841,Non-Fatal
47842,Non-Fatal
47843,Non-Fatal
47844,Incident
47845,Non-Fatal
47846,Non-Fatal
47847,Non-Fatal
47848,Fatal(1)
47849,Non-Fatal
47850,Non-Fatal
47851,Non-Fatal
47852,Fatal(4)
47853,Non-Fatal
47854,Fatal(2)
47855,Non-Fatal
47856,Non-Fatal
47857,Non-Fatal
47858,Non-Fatal
47859,Non-Fatal
47860,Non-Fatal
47861,Fatal(1)
47862,Non-Fatal
47863,Non-Fatal
47864,Fatal(1)
47865,Non-Fatal
47866,Non-Fatal
47867,Non-Fatal
47868,Non-Fatal
47869,Fatal(1)
47870,Fatal(3)
47871,Non-Fatal
47872,Incident
47873,Non-Fatal
47874,Non-Fatal
47875,Non-Fatal
47876,Non-Fatal
47877,Non-Fatal
47878,Non-Fatal
47879,Non-Fatal
47880,Non-Fatal
47881,Non-Fatal
47882,Non-Fatal
47883,Non-Fatal
47884,Non-Fatal
47885,Fatal(1)
47886,Non-Fatal
47887,Non-Fatal
47888,Non-Fatal
47889,Non-Fatal
47890,Non-Fatal
47891,Non-Fatal
47892,Non-Fatal
47893,Incident
47894,Non-Fatal
47895,Non-Fatal
47896,Fatal(1)
47897,Non-Fatal
47898,Non-Fatal
47899,Fatal(1)
47900,Fatal(3)
47901,Fatal(3)
47902,Non-Fatal
47903,Fatal(1)
47904,Non-Fatal
47905,Non-Fatal
47906,Non-Fatal
47907,Non-Fatal
47908,Non-Fatal
47909,Non-Fatal
47910,Non-Fatal
47911,Non-Fatal
47912,Non-Fatal
47913,Non-Fatal
47914,Non-Fatal
47915,Non-Fatal
47916,Non-Fatal
47917,Non-Fatal
